artifact_role,filename,source_pdf_page,dpi,width_px,height_px,bytes,sha256,inspection_scope,inspection_result,model_provenance
page_render,page-438.png,438,120,993,1404,237846,57f580cadcaf8e2fe25cbc62e9acb3e0692227af198858bc2eca80e991e1a0c0,original_resolution_seam_page,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-439.png,439,120,993,1404,295188,02d46173b40b8963d3613d2eeed0b7cfc730f6127dd7fe4c047f8fb16ce5f150,original_resolution_unit_start,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-440.png,440,120,993,1404,235353,c9387bed0e028f759da1dc99c3396a07218f1693fadeb6ad0f82c9967b28d122,original_resolution_diagram_page,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-441.png,441,120,993,1404,220843,ddddbb1c16114d8c3dde23b05a48f73bdc286d283d4e40ff9da5a4d2e0a81369,original_resolution_diagram_page,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-442.png,442,120,993,1404,256479,c65cf615b1d4cb3fff1c20f97e9249f78cc102d584df5744143de4ce63fdaf97,original_resolution_text_and_math,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-443.png,443,120,993,1404,317420,29256fdb98c5cdfa4a3f5fad9580e854fa077fe3301afbd446cb71a49e80cd8a,original_resolution_diagram_page,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-444.png,444,120,993,1404,188302,9b633f31527c4331052f84615bb23fb76559f2d063ac88346d04bd9c6637c644,original_resolution_diagram_page,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-445.png,445,120,993,1404,218884,3c1b5bdce9c49341dc1672cc6047ba0b4eb0d49900f0f17ef22376df0cc3fb1a,original_resolution_diagram_and_math,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-446.png,446,120,993,1404,220226,20672ec87f81518539e7115c51abc18696c8f1373cb901c24a1b3a8290e67966,original_resolution_diagram_page,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-447.png,447,120,993,1404,258094,a224f917dad6e479506236519d76c04fb234148d9f7af048e8802640d7eb6a62,original_resolution_text_and_math,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-448.png,448,120,993,1404,204060,8c8b68edbc71c3cb7905f988b665cfe701e3fc2b928fa67a4a95a498e31045ad,original_resolution_text_and_math,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-449.png,449,120,993,1404,187338,f81d6b208342fec6c040e0a5d4d0d55f043769727615e93af533c90c6d86fd1c,original_resolution_text_and_math,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-450.png,450,120,993,1404,219496,361a4640bf1490e3839a29fcdeac44e7a0b057c95698b9ec3546210606bbbff9,original_resolution_text_and_math,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-451.png,451,120,993,1404,280044,e8f1e2401b26bb4f20d7102230a52e49a1130a01d481df3bcf6c6f5171ab52b0,original_resolution_text_and_math,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
page_render,page-452.png,452,120,993,1404,116353,50f845549031795b1799e1a8c099159fdc5dee1ebb788df566f69616a2c63d15,original_resolution_final_cursor_page,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
contact_sheet,contact-sheet-pages-438-452.png,438-452,120-source,1002,2590,3955188,5b9c7c7943388d3662d45f3275a981a73a09c32a55978faae10c042afff20298,full_span_contact_sheet,PASS,"OpenAI Codex gpt-5.6-sol, Ultra"
